Dataset,#TrainingRelease,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
OPENJPA,13,NAIVE BAYES,UNDERSAMPLING,NO,NO,180,370,2827,482,0.32727272727272727,0.2719033232628399,0.7129110845042606,0.16739817691371858,
OPENJPA,14,NAIVE BAYES,UNDERSAMPLING,NO,NO,76,38,3095,583,0.6666666666666666,0.11532625189681335,0.9374970636626988,0.1532317570453985,
OPENJPA,15,NAIVE BAYES,UNDERSAMPLING,NO,NO,132,220,2966,511,0.375,0.2052877138413686,0.9147660985708275,0.16626558635618022,
OPENJPA,16,NAIVE BAYES,UNDERSAMPLING,NO,NO,82,251,3417,123,0.24624624624624625,0.4,0.9028825438199857,0.2560889179228654,
OPENJPA,17,NAIVE BAYES,UNDERSAMPLING,NO,NO,0,165,3749,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,UNDERSAMPLING,NO,NO,269,64,614,87,0.8078078078078078,0.7556179775280899,0.827628351728481,0.6715250457576841,
OPENJPA,2,IBK,UNDERSAMPLING,NO,NO,350,435,407,33,0.445859872611465,0.9138381201044387,0.6988613459188926,0.3088524273951464,
OPENJPA,3,IBK,UNDERSAMPLING,NO,NO,405,171,688,40,0.703125,0.9101123595505618,0.881469176335169,0.6639437968400379,
OPENJPA,4,IBK,UNDERSAMPLING,NO,NO,454,455,464,15,0.49944994499449946,0.9680170575692963,0.7374637770265724,0.3845788106284588,
OPENJPA,5,IBK,UNDERSAMPLING,NO,NO,525,688,898,68,0.43281121187139326,0.8853288364249579,0.7201897292710883,0.3401878352484282,
OPENJPA,6,IBK,UNDERSAMPLING,NO,NO,586,63,1561,8,0.9029275808936826,0.9865319865319865,0.9718495505133437,0.9207044243545445,
OPENJPA,7,IBK,UNDERSAMPLING,NO,NO,1113,724,1223,361,0.6058791507893304,0.7550881953867028,0.6934942879104965,0.3721029763400042,
OPENJPA,8,IBK,UNDERSAMPLING,NO,NO,1467,25,817,61,0.9832439678284183,0.9600785340314136,0.9626811785700962,0.92154275384857,
OPENJPA,9,IBK,UNDERSAMPLING,NO,NO,951,204,822,728,0.8233766233766234,0.566408576533651,0.6776738102950447,0.3343700824822838,
OPENJPA,10,IBK,UNDERSAMPLING,NO,NO,1462,2559,857,393,0.3635911464809749,0.7881401617250674,0.5190752886369518,0.030800986091986973,
OPENJPA,11,IBK,UNDERSAMPLING,NO,NO,599,1797,795,29,0.25,0.9538216560509554,0.624962218388771,0.12606957530904125,
OPENJPA,12,IBK,UNDERSAMPLING,NO,NO,666,2157,890,38,0.2359192348565356,0.9460227272727273,0.6183468929945998,0.11037804134481792,
OPENJPA,13,IBK,UNDERSAMPLING,NO,NO,549,621,2576,113,0.46923076923076923,0.8293051359516617,0.8183576086720273,0.4869213680811968,
OPENJPA,14,IBK,UNDERSAMPLING,NO,NO,565,1903,1230,94,0.22893030794165317,0.8573596358118362,0.6244755156692645,0.11994942334242911,
OPENJPA,15,IBK,UNDERSAMPLING,NO,NO,630,1848,1338,13,0.2542372881355932,0.9797822706065319,0.6998723029115522,0.18689029772122204,
OPENJPA,16,IBK,UNDERSAMPLING,NO,NO,197,2583,1085,8,0.07086330935251799,0.9609756097560975,0.6268970928531532,0.037055763280381515,
OPENJPA,17,IBK,UNDERSAMPLING,NO,NO,0,252,3662,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,678,356,NaN,0.0,0.5,0.0,
OPENJPA,2,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,1,0,842,382,1.0,0.0026109660574412533,0.5013054830287206,0.0035857710472410997,
OPENJPA,3,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,13,0,859,432,1.0,0.029213483146067417,0.5146067415730337,0.03813462372494712,
OPENJPA,4,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,2,0,919,467,1.0,0.0042643923240938165,0.502132196162047,0.0056391438810075,
OPENJPA,5,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,9,0,1586,584,1.0,0.01517706576728499,0.5075885328836425,0.021941703994515355,
OPENJPA,6,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,3,0,1624,591,1.0,0.005050505050505051,0.5025252525252525,0.0073785649054735804,
OPENJPA,7,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,25,2,1945,1449,0.9259259259259259,0.016960651289009497,0.5079667149614026,0.018090627209922116,
OPENJPA,8,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,14,0,842,1514,1.0,0.009162303664921465,0.5045811518324608,0.006527572737471734,
OPENJPA,9,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,1026,1679,NaN,0.0,0.5,0.0,
OPENJPA,10,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,3416,1855,NaN,0.0,0.5,0.0,
OPENJPA,11,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,1,2591,628,0.0,0.0,0.4998070987654321,-6.205153439216409E-4,
OPENJPA,12,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,10,0,3047,694,1.0,0.014204545454545454,0.5071022727272727,0.02287422479499937,
OPENJPA,13,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,10,1,3196,652,0.9090909090909091,0.015105740181268883,0.5073964734688015,0.02424586928465495,
OPENJPA,14,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,3133,659,NaN,0.0,0.5,0.0,
OPENJPA,15,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,4,0,3186,639,1.0,0.006220839813374806,0.5031104199066874,0.010309766246436852,
OPENJPA,16,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,4,1,3667,201,0.8,0.01951219512195122,0.5096197834933638,0.03566462873483905,
OPENJPA,17,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,4,3910,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,31,4,674,325,0.8857142857142857,0.08707865168539326,0.540589473335322,0.10329648315382699,
OPENJPA,2,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,96,33,809,287,0.7441860465116279,0.2506527415143603,0.6057301712322395,0.258118118193896,
OPENJPA,3,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,98,38,821,347,0.7205882352941176,0.2202247191011236,0.587993616826464,0.2113530971560706,
OPENJPA,4,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,91,54,865,378,0.6275862068965518,0.19402985074626866,0.5676351647637763,0.1628070626146642,
OPENJPA,5,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,184,286,1300,409,0.39148936170212767,0.3102866779089376,0.5649794045282392,0.13898344208767396,
OPENJPA,6,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,103,39,1585,491,0.7253521126760564,0.1734006734006734,0.5746929475377751,0.1968994747744155,
OPENJPA,7,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,175,1171,776,1299,0.1300148588410104,0.11872455902306649,0.2586432245551902,-0.4878595833365613,
OPENJPA,8,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,1485,820,22,43,0.6442516268980477,0.9718586387434555,0.49899345238835485,-0.002539053883821279,
OPENJPA,9,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,260,75,951,1419,0.7761194029850746,0.15485407980941035,0.540877332302366,0.06515704589931853,
OPENJPA,10,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,302,1725,1691,1553,0.14898865318204244,0.1628032345013477,0.32891332685254737,-0.33507460910540476,
OPENJPA,11,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,464,1949,643,164,0.19229175300455864,0.7388535031847133,0.49346224541951716,-0.00629583813271186,
OPENJPA,12,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,109,67,2980,595,0.6193181818181818,0.15482954545454544,0.5664203519855595,0.18666772352568178,
OPENJPA,13,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,168,323,2874,494,0.3421588594704684,0.2537764350453172,0.5763721086706098,0.17017152702454078,
OPENJPA,14,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,69,29,3104,590,0.7040816326530612,0.1047040971168437,0.5477238966273653,0.1437713852147456,
OPENJPA,15,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,108,196,2990,535,0.35526315789473684,0.16796267496111975,0.5532217643481054,0.13480802406341175,
OPENJPA,16,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,75,205,3463,130,0.26785714285714285,0.36585365853658536,0.6549824454078783,0.26431655614494215,
OPENJPA,17,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,141,3773,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,269,64,614,87,0.8078078078078078,0.7556179775280899,0.8306113486460508,0.6715250457576841,
OPENJPA,2,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,350,435,407,33,0.445859872611465,0.9138381201044387,0.6986055208598203,0.3088524273951464,
OPENJPA,3,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,405,103,756,40,0.797244094488189,0.9101123595505618,0.8951027455494369,0.7641362422083705,
OPENJPA,4,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,454,453,466,15,0.5005512679162073,0.9680170575692963,0.7375449814505894,0.38667688897029795,
OPENJPA,5,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,524,687,899,69,0.43270024772914945,0.8836424957841484,0.7252386501619354,0.33966256057915467,
OPENJPA,6,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,586,63,1561,8,0.9029275808936826,0.9865319865319865,0.9738694415418553,0.9207044243545445,
OPENJPA,7,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,1113,724,1223,361,0.6058791507893304,0.7550881953867028,0.6916170304103519,0.3721029763400042,
OPENJPA,8,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,1466,25,817,62,0.9832327297116029,0.9594240837696335,0.9648664361841042,0.920651413450815,
OPENJPA,9,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,951,204,822,728,0.8233766233766234,0.566408576533651,0.6837890835884629,0.3343700824822838,
OPENJPA,10,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,1440,2558,858,415,0.3601800900450225,0.7762803234501348,0.5137256418187442,0.021718525290283085,
OPENJPA,11,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,599,1775,817,29,0.2523167649536647,0.9538216560509554,0.6345111366674531,0.13101807471873061,
OPENJPA,12,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,666,2157,890,38,0.2359192348565356,0.9460227272727273,0.6190566540859862,0.11037804134481792,
OPENJPA,13,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,549,617,2580,113,0.47084048027444253,0.8293051359516617,0.8181558523048893,0.48877844858186276,
OPENJPA,14,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,565,1903,1230,94,0.22893030794165317,0.8573596358118362,0.6249772963610729,0.11994942334242911,
OPENJPA,15,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,630,1848,1338,13,0.2542372881355932,0.9797822706065319,0.6998723029115522,0.18689029772122204,
OPENJPA,16,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,197,2583,1085,8,0.07086330935251799,0.9609756097560975,0.6283885682368274,0.037055763280381515,
OPENJPA,17,IBK,UNDERSAMPLING,NO,SENSITIVE THRESHOLD,0,252,3662,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,52,35,643,304,0.5977011494252874,0.14606741573033707,0.562663650525339,0.1150970165455748,
OPENJPA,2,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,368,701,141,15,0.34424695977549113,0.9608355091383812,0.6992582623741805,0.08620757913248585,
OPENJPA,3,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,285,332,527,160,0.4619124797406807,0.6404494382022472,0.6579887771252174,0.23231520680420895,
OPENJPA,4,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,312,301,618,157,0.5089722675367048,0.6652452025586354,0.7310033850644183,0.3141034632324222,
OPENJPA,5,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,367,565,1021,226,0.3937768240343348,0.6188870151770658,0.6651332591882173,0.22277636911233337,
OPENJPA,6,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,345,397,1227,249,0.46495956873315364,0.5808080808080808,0.7105393010565424,0.31172012804599214,
OPENJPA,7,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,359,406,1541,1115,0.469281045751634,0.2435549525101764,0.3786690584059671,0.037202656576614666,
OPENJPA,8,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,1463,714,128,65,0.6720257234726688,0.9574607329842932,0.6400064978672072,0.13238543604183936,
OPENJPA,9,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,725,210,816,954,0.7754010695187166,0.4318046456223943,0.6991987363684176,0.19905676216059462,
OPENJPA,10,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,674,2440,976,1181,0.21644187540141296,0.3633423180592992,0.37183722390905016,-0.30382783013116155,
OPENJPA,11,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,480,2001,591,148,0.19347037484885127,0.7643312101910829,0.4840171497798223,-0.003616615546341542,
OPENJPA,12,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,408,705,2342,296,0.3665768194070081,0.5795454545454546,0.7500228428856998,0.284599891434883,
OPENJPA,13,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,460,1480,1717,202,0.23711340206185566,0.6948640483383686,0.6743361648524343,0.1313766985816638,
OPENJPA,14,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,310,448,2685,349,0.40897097625329815,0.47040971168437024,0.7127850426731543,0.3090827621838867,
OPENJPA,15,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,346,696,2490,297,0.33205374280230326,0.5381026438569206,0.7084059439675329,0.25619985551227686,
OPENJPA,16,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,166,1444,2224,39,0.1031055900621118,0.8097560975609757,0.8081854935234194,0.09824104173159309,
OPENJPA,17,RANDOM FOREST,UNDERSAMPLING,NO,SENSITIVE LEARNING,0,383,3531,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,39,7,671,317,0.8478260869565217,0.10955056179775281,0.7252680554174539,0.12509270962822125,
OPENJPA,2,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,142,113,729,241,0.5568627450980392,0.370757180156658,0.7096788697803935,0.26026065299716816,
OPENJPA,3,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,119,51,808,326,0.7,0.26741573033707866,0.7554577441760082,0.24444717671287602,
OPENJPA,4,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,131,86,833,338,0.6036866359447005,0.279317697228145,0.6251104960198232,0.21387295591099362,
OPENJPA,5,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,213,634,952,380,0.2514757969303424,0.3591905564924115,0.5320192068457349,-0.03576193337952314,
OPENJPA,6,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,570,1601,23,24,0.262551819438047,0.9595959595959596,0.6789907490338525,-0.014246872627420741,
OPENJPA,7,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,156,491,1456,1318,0.241112828438949,0.10583446404341927,0.38472227739297626,-0.15705163141279435,
OPENJPA,8,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,1469,818,24,59,0.6423261915172715,0.9613874345549738,0.5673920545696485,-0.012673461055368103,
OPENJPA,9,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,1549,951,75,130,0.6196,0.9225729600952948,0.6439575213594837,-0.005125129116474033,
OPENJPA,10,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,636,2261,1155,1219,0.21953745253710735,0.34285714285714286,0.3152331347014525,-0.282739863895761,
OPENJPA,11,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,435,1714,878,193,0.20241973010702652,0.6926751592356688,0.5063651264055988,0.016379840058845435,
OPENJPA,12,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,138,102,2945,566,0.575,0.19602272727272727,0.607573675299102,0.21771800648387274,
OPENJPA,13,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,153,386,2811,509,0.28385899814471244,0.2311178247734139,0.586454965805367,0.11915716893269947,
OPENJPA,14,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,75,43,3090,584,0.635593220338983,0.11380880121396054,0.6773341883624658,0.1480819532330535,
OPENJPA,15,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,208,386,2800,435,0.3501683501683502,0.3234836702954899,0.6485235268217581,0.20867499758973326,
OPENJPA,16,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,82,264,3404,123,0.23699421965317918,0.4,0.7114550363060883,0.24762632374961316,
OPENJPA,17,NAIVE BAYES,UNDERSAMPLING,NO,SENSITIVE LEARNING,0,130,3784,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,105,48,630,251,0.6862745098039216,0.2949438202247191,0.6035804249113387,0.2592519826532813,
OPENJPA,2,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,293,508,334,90,0.365792759051186,0.7650130548302873,0.5808438195766638,0.12461730761417439,
OPENJPA,3,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,226,278,581,219,0.44841269841269843,0.5078651685393258,0.582804672273744,0.17852905685632303,
OPENJPA,4,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,433,819,100,36,0.34584664536741216,0.9232409381663113,0.5230632164840341,0.022754147822907703,
OPENJPA,5,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,507,955,631,86,0.34678522571819426,0.8549747048903878,0.6330832176144978,0.17331963513420443,
OPENJPA,6,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,454,924,700,140,0.32946298984034833,0.7643097643097643,0.607432079414838,0.13770666230152234,
OPENJPA,7,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,165,121,1826,1309,0.5769230769230769,0.11194029850746269,0.5246628950777699,0.05519723312768734,
OPENJPA,8,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,291,18,824,1237,0.941747572815534,0.19044502617801048,0.5467896960614841,0.12759951498598285,
OPENJPA,9,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,1514,705,321,165,0.6822893195132943,0.9017272185824896,0.6131646285324853,0.2390600021728671,
OPENJPA,10,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,912,2411,1005,943,0.2744507974721637,0.49164420485175203,0.39801370749351395,-0.18135935082260446,
OPENJPA,11,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,491,1622,970,137,0.23237103644107904,0.7818471337579618,0.5870887640559881,0.08232411312080241,
OPENJPA,12,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,300,326,2721,404,0.4792332268370607,0.42613636363636365,0.6628571881433303,0.333345831034649,
OPENJPA,13,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,318,827,2370,344,0.2777292576419214,0.48036253776435045,0.6112941513333403,0.17194501315959929,
OPENJPA,14,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,117,188,2945,542,0.3836065573770492,0.17754172989377845,0.5859875804435335,0.14917421187903004,
OPENJPA,15,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,421,1651,1535,222,0.2031853281853282,0.6547433903576982,0.5839064081874531,0.07236006370597466,
OPENJPA,16,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,196,2898,770,9,0.06334841628959276,0.9560975609756097,0.5825943559326542,0.021694945651848076,
OPENJPA,17,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,0,3800,114,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,OVERSAMPLING,NO,NO,125,40,638,231,0.7575757575757576,0.351123595505618,0.8461477909250605,0.334778294249752,
OPENJPA,2,RANDOM FOREST,OVERSAMPLING,NO,NO,327,181,661,56,0.6437007874015748,0.8537859007832899,0.9140102205987236,0.5866359506056124,
OPENJPA,3,RANDOM FOREST,OVERSAMPLING,NO,NO,356,113,746,89,0.7590618336886994,0.8,0.9049561156819401,0.659875575572732,
OPENJPA,4,RANDOM FOREST,OVERSAMPLING,NO,NO,312,42,877,157,0.8813559322033898,0.6652452025586354,0.9103271146212045,0.6591120018956597,
OPENJPA,5,RANDOM FOREST,OVERSAMPLING,NO,NO,438,354,1232,155,0.553030303030303,0.7386172006745363,0.8584701934507037,0.4664151836594098,
OPENJPA,6,RANDOM FOREST,OVERSAMPLING,NO,NO,506,356,1268,88,0.5870069605568445,0.8518518518518519,0.9183372103630725,0.5534535983371361,
OPENJPA,7,RANDOM FOREST,OVERSAMPLING,NO,NO,629,1307,640,845,0.32489669421487605,0.42672998643147897,0.43083869767286276,-0.2355897220037588,
OPENJPA,8,RANDOM FOREST,OVERSAMPLING,NO,NO,1471,414,428,57,0.7803713527851459,0.962696335078534,0.8924159940804118,0.5205540642113177,
OPENJPA,9,RANDOM FOREST,OVERSAMPLING,NO,NO,1199,154,872,480,0.8861788617886179,0.7141155449672424,0.8995831432197063,0.5311966094670966,
OPENJPA,10,RANDOM FOREST,OVERSAMPLING,NO,NO,1345,2438,978,510,0.3555379328575205,0.7250673854447439,0.6546035936799712,0.009185761266617382,
OPENJPA,11,RANDOM FOREST,OVERSAMPLING,NO,NO,565,1878,714,63,0.23127302496930005,0.8996815286624203,0.6308364910159628,0.0836032662914291,
OPENJPA,12,RANDOM FOREST,OVERSAMPLING,NO,NO,599,673,2374,105,0.47091194968553457,0.8508522727272727,0.9133471447325238,0.48082583170254406,
OPENJPA,13,RANDOM FOREST,OVERSAMPLING,NO,NO,520,1427,1770,142,0.2670775552131484,0.7854984894259819,0.8138669938868294,0.19165206000344698,
OPENJPA,14,RANDOM FOREST,OVERSAMPLING,NO,NO,545,577,2556,114,0.4857397504456328,0.8270106221547799,0.9131432637152985,0.5032429936095622,
OPENJPA,15,RANDOM FOREST,OVERSAMPLING,NO,NO,532,674,2512,111,0.44112769485903813,0.8273716951788491,0.8992894164692146,0.4563543775847116,
OPENJPA,16,RANDOM FOREST,OVERSAMPLING,NO,NO,174,1086,2582,31,0.1380952380952381,0.848780487804878,0.8675339787749022,0.16116897357070348,
OPENJPA,17,RANDOM FOREST,OVERSAMPLING,NO,NO,0,1346,2568,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,OVERSAMPLING,NO,NO,46,5,673,310,0.9019607843137255,0.12921348314606743,0.6769435053528222,0.152957147241019,
OPENJPA,2,NAIVE BAYES,OVERSAMPLING,NO,NO,117,92,750,266,0.5598086124401914,0.30548302872062666,0.7666487847534467,0.22395090478600477,
OPENJPA,3,NAIVE BAYES,OVERSAMPLING,NO,NO,103,52,807,342,0.6645161290322581,0.23146067415730337,0.8141737845155721,0.2027682519978275,
OPENJPA,4,NAIVE BAYES,OVERSAMPLING,NO,NO,92,63,856,377,0.5935483870967742,0.19616204690831557,0.7536014162051549,0.15262750408618023,
OPENJPA,5,NAIVE BAYES,OVERSAMPLING,NO,NO,191,259,1327,402,0.42444444444444446,0.3220910623946037,0.7155623935404435,0.171753027751054,
OPENJPA,6,NAIVE BAYES,OVERSAMPLING,NO,NO,122,54,1570,472,0.6931818181818182,0.2053872053872054,0.8607151150254598,0.2215840701587702,
OPENJPA,7,NAIVE BAYES,OVERSAMPLING,NO,NO,192,1190,757,1282,0.1389290882778582,0.13025780189959293,0.2969904992477032,-0.4846130078788814,
OPENJPA,8,NAIVE BAYES,OVERSAMPLING,NO,NO,1481,820,22,47,0.6436332029552368,0.9692408376963351,0.8594871192995983,-0.005832958860898661,
OPENJPA,9,NAIVE BAYES,OVERSAMPLING,NO,NO,1544,346,680,135,0.816931216931217,0.919594997022037,0.7910935684124613,0.6066227768497593,
OPENJPA,10,NAIVE BAYES,OVERSAMPLING,NO,NO,901,2645,771,954,0.2540891144952059,0.4857142857142857,0.3328457488779613,-0.23883728680140043,
OPENJPA,11,NAIVE BAYES,OVERSAMPLING,NO,NO,488,2139,453,140,0.18576322801674913,0.7770700636942676,0.5275943987379099,-0.021832497213708148,
OPENJPA,12,NAIVE BAYES,OVERSAMPLING,NO,NO,132,76,2971,572,0.6346153846153846,0.1875,0.8080246591282036,0.22295054295842018,
OPENJPA,13,NAIVE BAYES,OVERSAMPLING,NO,NO,179,359,2838,483,0.33271375464684017,0.270392749244713,0.6811845413988,0.17078271006571924,
OPENJPA,14,NAIVE BAYES,OVERSAMPLING,NO,NO,101,69,3064,558,0.5941176470588235,0.15326251896813353,0.8394698948536965,0.18562168694177264,
OPENJPA,15,NAIVE BAYES,OVERSAMPLING,NO,NO,130,214,2972,513,0.37790697674418605,0.20217729393468117,0.8252746512492934,0.16577245710686067,
OPENJPA,16,NAIVE BAYES,OVERSAMPLING,NO,NO,84,269,3399,121,0.23796033994334279,0.4097560975609756,0.8175745405218502,0.2509090440209407,
OPENJPA,17,NAIVE BAYES,OVERSAMPLING,NO,NO,0,154,3760,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,OVERSAMPLING,NO,NO,270,369,309,86,0.4225352112676056,0.7584269662921348,0.6734944151668821,0.1801687513722812,
OPENJPA,2,IBK,OVERSAMPLING,NO,NO,270,159,683,113,0.6293706293706294,0.7049608355091384,0.7614764671954751,0.4997642947006843,
OPENJPA,3,IBK,OVERSAMPLING,NO,NO,338,185,674,107,0.6462715105162524,0.7595505617977528,0.7883323959137225,0.5221297135298354,
OPENJPA,4,IBK,OVERSAMPLING,NO,NO,440,539,380,29,0.449438202247191,0.9381663113006397,0.5706316080100043,0.2777204673840748,
OPENJPA,5,IBK,OVERSAMPLING,NO,NO,361,231,1355,232,0.6097972972972973,0.6087689713322091,0.7075559969292864,0.46336415420613686,
OPENJPA,6,IBK,OVERSAMPLING,NO,NO,371,93,1531,223,0.7995689655172413,0.6245791245791246,0.7768230332885505,0.6096227495416094,
OPENJPA,7,IBK,OVERSAMPLING,NO,NO,1181,864,1083,293,0.5775061124694376,0.8012211668928086,0.6777425730292368,0.34139716554802874,
OPENJPA,8,IBK,OVERSAMPLING,NO,NO,933,36,806,595,0.9628482972136223,0.6106020942408377,0.8134066701073236,0.4941971016963254,
